distance,noise,users,throughput,latency,packet_loss
4.320997760853977,0.1580390636381443,9,38.89501119573011,28.391995521707955,0.125
9.246440494767574,0.1742859813015031,6,10.767797526162127,39.99288098953515,0.25
7.72875529843625,0.14232179166796474,4,43.10622350781875,24.582510596872503,0.0625
8.178647779739935,0.23332865857601892,10,0,53.232295559479866,0.4375
5.374448087743547,0.24835514467725855,9,8.62775956128226,42.99889617548709,0.375
6.905041352987548,0.22632953871923178,6,3.724793235062265,44.6850827059751,0.4375
4.169151230055638,0.09973601714763732,2,60.65424384972181,17.588302460111276,0.125
4.084677786031087,0.01829771946294878,8,55.57661106984456,20.169355572062173,0.0
1.3260386054893607,0.2732661070314052,8,13.119806972553192,42.77707721097872,0.5625
5.265723038322511,0.19280466652505696,5,46.171384808387444,24.28144607664502,0.125
7.809062163351837,0.16822671808286518,4,30.204689183240816,30.993124326703672,0.1875
6.593284496936133,0.10303950133853336,10,24.533577515319337,34.436568993872264,0.125
8.699330980734295,0.11363493120196513,9,17.00334509632853,37.14866196146859,0.125
2.028365104682552,0.24294310692163573,5,43.60817447658724,27.181730209365103,0.3125
4.283038076861558,0.14903788568043605,6,23.08480961569221,36.31607615372312,0.375
6.633242277554984,0.14956447495894568,9,2.333788612225078,45.51648455510997,0.375
4.104632016388948,0.14562510082330102,6,48.97683991805526,23.459264032777895,0.125
6.772077282290149,0.16462936302846046,5,38.63961358854925,27.294154564580296,0.125
6.4623414879168015,0.12265005168384674,2,55.438292560415995,19.049682975833605,0.0625
1.3138052496519226,0.0006349221903066083,10,63.43097375174039,17.627610499303845,0.0
1.440257600865968,0.29293045779077925,8,31.29871199567016,33.63051520173194,0.375
4.490741204111934,0.1256542695408968,7,44.04629397944033,25.73148240822387,0.125
3.4359977743896915,0.13187058099996798,10,34.07001112805155,31.24699554877938,0.1875
8.082018248991513,0.29753423788836014,1,31.58990875504243,30.164036497983027,0.25
2.4927067555648863,0.029786996927252174,10,57.53646622217557,19.98541351112977,0.0
1.9570481041938068,0.25455282060704965,9,44.46475947903097,26.789096208387612,0.1875
7.590602268579869,0.0510245001997704,5,47.046988657100655,22.681204537159736,0.0
7.62761289699068,0.2939398678938117,7,0,47.63022579398136,0.4375
5.576514067144118,0.08172609558970338,5,57.11742966427941,18.653028134288235,0.0
7.796186011383069,0.29522226763654547,2,17.519069943084645,37.34237202276614,0.375
7.985034582452965,0.2308171887425289,6,4.574827087735173,43.72006916490593,0.375
3.243041215222619,0.27261025040770376,2,52.78479392388691,21.986082430445236,0.25
3.2278351437537314,0.27423455683840847,1,55.860824281231345,20.455670287507463,0.25
1.556703533584518,0.1197582560701562,7,58.71648233207741,19.863407067169035,0.125
3.0196151837368324,0.17700613986415817,8,48.40192408131584,24.289230367473664,0.125
3.1946026210579306,0.14869847832922028,5,62.77698689471035,17.01420524211586,0.0625
1.5905215066823506,0.12737857977932632,7,64.79739246658825,16.8060430133647,0.0625
9.822502253402199,0.016495925876078853,6,32.887488732989,28.645004506804398,0.0
5.820924134047749,0.13155910332470958,1,61.645379329761255,16.266848268095497,0.0625
5.977944374610106,0.07195427892378249,7,49.11027812694947,22.455888749220215,0.0
9.97663159497198,0.07020670961143467,6,25.8668420251401,32.07826318994396,0.0625
